,fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
0,12249,3,5,Germany;Berlin,2015-01-02,144,0.966,0.55
1228,13477,2,1,Czech republic;Prague,2015-02-05,20,0.969,0.01
1229,13478,10,5,Germany;Berlin,2015-02-05,18,0.969,0.01
1230,13479,2,4,Germany;Frankfurt,2015-02-05,17,0.969,0.01
1231,13480,6,5,Germany;Berlin,2015-02-05,13,0.969,0.01
1232,13481,11,7,Germany;Frankfurt,2015-02-05,12,0.969,0.01
1233,13482,9,5,Germany;Berlin,2015-02-05,10,0.969,0.0
1234,13483,2,5,Germany;Berlin,2015-02-06,149,0.966,0.55
1235,13484,9,5,Germany;Berlin,2015-02-06,149,0.966,0.55
1236,13485,5,5,Germany;Berlin,2015-02-06,148,0.966,0.55
1237,13486,8,1,Czech republic;Prague,2015-02-06,145,0.966,0.55
1238,13487,10,4,Germany;Frankfurt,2015-02-06,140,0.966,0.55
1239,13488,2,2,Denmark;Copenhagen,2015-02-06,138,0.966,0.55
1240,13489,6,7,Germany;Frankfurt,2015-02-06,134,0.966,0.55
1241,13490,10,5,Germany;Berlin,2015-02-06,129,0.966,0.55
1242,13491,2,7,Germany;Frankfurt,2015-02-06,126,0.966,0.55
1243,13492,3,7,Germany;Frankfurt,2015-02-06,125,0.966,0.55
1244,13493,8,7,Germany;Frankfurt,2015-02-06,122,0.966,0.55
1245,13494,2,7,Germany;Frankfurt,2015-02-06,119,0.966,0.55
1246,13495,4,7,Germany;Frankfurt,2015-02-06,107,0.966,0.55
1247,13496,1,1,Czech republic;Prague,2015-02-06,107,0.966,0.55
1248,13497,6,7,Germany;Frankfurt,2015-02-06,102,0.966,0.55
1249,13498,2,7,Germany;Frankfurt,2015-02-06,99,0.966,0.4
1250,13499,9,2,Denmark;Copenhagen,2015-02-06,94,0.966,0.4
1251,13500,1,3,Czech republic;Brno,2015-02-06,93,0.966,0.4
1252,13501,5,4,Germany;Frankfurt,2015-02-06,92,0.966,0.4
1253,13502,8,7,Germany;Frankfurt,2015-02-06,92,0.966,0.4
1254,13503,3,7,Germany;Frankfurt,2015-02-06,91,0.966,0.4
1255,13504,6,1,Czech republic;Prague,2015-02-06,89,0.966,0.4
1256,13505,7,5,Germany;Berlin,2015-02-06,89,0.966,0.4
1257,13506,7,4,Germany;Frankfurt,2015-02-06,88,0.966,0.4
1258,13507,3,6,Germany;Dresden,2015-02-06,87,0.966,0.4
1259,13508,5,3,Czech republic;Brno,2015-02-06,86,0.966,0.4
1260,13509,11,6,Germany;Dresden,2015-02-06,86,0.966,0.4
1261,13510,5,5,Germany;Berlin,2015-02-06,85,0.966,0.4
1262,13511,3,2,Denmark;Copenhagen,2015-02-06,85,0.966,0.4
1263,13512,9,2,Denmark;Copenhagen,2015-02-06,84,0.966,0.4
1264,13513,2,5,Germany;Berlin,2015-02-06,78,0.966,0.4
1265,13514,4,5,Germany;Berlin,2015-02-06,75,0.966,0.15
1266,13515,6,5,Germany;Berlin,2015-02-06,75,0.966,0.15
1267,13516,2,5,Germany;Berlin,2015-02-06,68,0.966,0.15
1268,13517,3,2,Denmark;Copenhagen,2015-02-06,66,0.966,0.15
1269,13518,9,1,Czech republic;Prague,2015-02-06,64,0.966,0.15
1270,13519,9,7,Germany;Frankfurt,2015-02-06,62,0.966,0.15
1271,13520,6,6,Germany;Dresden,2015-02-06,59,0.966,0.15
1272,13521,8,7,Germany;Frankfurt,2015-02-06,52,0.966,0.15
1273,13522,9,3,Czech republic;Ostrava,2015-02-06,52,0.966,0.15
1274,13523,8,5,Germany;Berlin,2015-02-06,48,0.966,0.15
1275,13524,1,2,Denmark;Copenhagen,2015-02-06,48,0.966,0.15
1276,13525,1,3,Czech republic;Brno,2015-02-06,47,0.966,0.15
1277,13526,3,7,Germany;Frankfurt,2015-02-06,45,0.966,0.15
1278,13527,5,4,Germany;Frankfurt,2015-02-06,42,0.966,0.15
1279,13528,10,7,Germany;Frankfurt,2015-02-06,41,0.966,0.15
1280,13529,9,5,Germany;Berlin,2015-02-06,36,0.966,0.15
1281,13530,2,5,Germany;Berlin,2015-02-06,36,0.966,0.15
1282,13531,3,5,Germany;Berlin,2015-02-06,34,0.966,0.15
1283,13532,10,7,Germany;Frankfurt,2015-02-06,31,0.966,0.15
1284,13533,4,5,Germany;Berlin,2015-02-06,30,0.966,0.15
1285,13534,7,3,Czech republic;Ostrava,2015-02-06,27,0.966,0.15
1286,13535,2,1,Czech republic;Prague,2015-02-06,26,0.966,0.15
1287,13536,5,5,Germany;Berlin,2015-02-06,22,0.966,0.01
1288,13537,8,2,Denmark;Copenhagen,2015-02-06,22,0.966,0.01
1289,13538,3,7,Germany;Frankfurt,2015-02-06,17,0.966,0.01
1290,13539,8,7,Germany;Frankfurt,2015-02-06,15,0.966,0.01
1291,13540,4,7,Germany;Frankfurt,2015-02-06,12,0.966,0.01
1292,13541,5,7,Germany;Frankfurt,2015-02-06,11,0.966,0.01
1293,13542,1,2,Denmark;Copenhagen,2015-02-06,10,0.966,0.0
1294,13543,5,1,Czech republic;Prague,2015-02-06,8,0.966,0.0
1295,13544,9,6,Germany;Dresden,2015-02-06,8,0.966,0.0
1296,13545,10,1,Czech republic;Prague,2015-02-06,6,0.966,0.0
1297,13546,3,5,Germany;Berlin,2015-02-06,1,0.966,0.0
1298,13547,8,4,Germany;Frankfurt,2015-02-07,148,0.959,0.55
1299,13548,6,7,Germany;Frankfurt,2015-02-07,142,0.959,0.55
1300,13549,5,7,Germany;Frankfurt,2015-02-07,141,0.959,0.55
1301,13550,8,5,Germany;Berlin,2015-02-07,141,0.959,0.55
1302,13551,2,6,Germany;Dresden,2015-02-07,139,0.959,0.55
1303,13552,7,1,Czech republic;Prague,2015-02-07,133,0.959,0.55
1304,13553,4,5,Germany;Berlin,2015-02-07,130,0.959,0.55
1305,13554,2,5,Germany;Berlin,2015-02-07,127,0.959,0.55
1306,13555,9,7,Germany;Frankfurt,2015-02-07,124,0.959,0.55
1307,13556,1,4,Germany;Frankfurt,2015-02-07,124,0.959,0.55
1308,13557,5,5,Germany;Berlin,2015-02-07,115,0.959,0.55
1309,13558,9,5,Germany;Berlin,2015-02-07,107,0.959,0.55
1310,13559,1,7,Germany;Frankfurt,2015-02-07,104,0.959,0.55
1311,13560,10,4,Germany;Frankfurt,2015-02-07,101,0.959,0.55
1312,13561,8,5,Germany;Berlin,2015-02-07,96,0.959,0.4
1313,13562,5,4,Germany;Frankfurt,2015-02-07,93,0.959,0.4
1314,13563,7,5,Germany;Berlin,2015-02-07,91,0.959,0.4
1315,13564,10,4,Germany;Frankfurt,2015-02-07,91,0.959,0.4
1316,13565,7,5,Germany;Berlin,2015-02-07,86,0.959,0.4
1317,13566,10,7,Germany;Frankfurt,2015-02-07,82,0.959,0.4
1318,13567,10,5,Germany;Berlin,2015-02-07,80,0.959,0.4
1319,13568,2,5,Germany;Berlin,2015-02-07,76,0.959,0.4
1320,13569,4,5,Germany;Berlin,2015-02-07,74,0.959,0.15
1321,13570,11,7,Germany;Frankfurt,2015-02-07,70,0.959,0.15
1322,13571,9,4,Germany;Frankfurt,2015-02-07,62,0.959,0.15
1323,13572,8,4,Germany;Frankfurt,2015-02-07,62,0.959,0.15
1324,13573,4,4,Germany;Frankfurt,2015-02-07,60,0.959,0.15
1325,13574,3,2,Denmark;Copenhagen,2015-02-07,60,0.959,0.15
1326,13575,5,5,Germany;Berlin,2015-02-07,52,0.959,0.15
1327,13576,11,5,Germany;Berlin,2015-02-07,49,0.959,0.15
1328,13577,5,3,Czech republic;Brno,2015-02-07,42,0.959,0.15
1329,13578,6,4,Germany;Frankfurt,2015-02-07,41,0.959,0.15
1330,13579,6,7,Germany;Frankfurt,2015-02-07,39,0.959,0.15
1331,13580,11,4,Germany;Frankfurt,2015-02-07,38,0.959,0.15
1332,13581,2,5,Germany;Berlin,2015-02-07,34,0.959,0.15
1333,13582,8,5,Germany;Berlin,2015-02-07,32,0.959,0.15
1334,13583,5,7,Germany;Frankfurt,2015-02-07,28,0.959,0.15
1335,13584,3,2,Denmark;Copenhagen,2015-02-07,27,0.959,0.15
1336,13585,3,6,Germany;Dresden,2015-02-07,26,0.959,0.15
1337,13586,8,4,Germany;Frankfurt,2015-02-07,26,0.959,0.15
1338,13587,6,5,Germany;Berlin,2015-02-07,22,0.959,0.01
1339,13588,9,5,Germany;Berlin,2015-02-07,20,0.959,0.01
1340,13589,5,3,Czech republic;Brno,2015-02-07,19,0.959,0.01
1341,13590,10,5,Germany;Berlin,2015-02-07,19,0.959,0.01
1342,13591,6,2,Denmark;Copenhagen,2015-02-07,16,0.959,0.01
1343,13592,8,5,Germany;Berlin,2015-02-07,15,0.959,0.01
1344,13593,8,7,Germany;Frankfurt,2015-02-07,13,0.959,0.01
1345,13594,2,4,Germany;Frankfurt,2015-02-07,13,0.959,0.01
1346,13595,6,6,Germany;Dresden,2015-02-07,8,0.959,0.0
1347,13596,9,5,Germany;Berlin,2015-02-07,7,0.959,0.0
1348,13597,3,5,Germany;Berlin,2015-02-07,5,0.959,0.0
1349,13598,7,5,Germany;Berlin,2015-02-10,146,0.966,0.55
1350,13599,8,4,Germany;Frankfurt,2015-02-10,146,0.966,0.55
1351,13600,2,4,Germany;Frankfurt,2015-02-10,141,0.966,0.55
1352,13601,5,7,Germany;Frankfurt,2015-02-10,132,0.966,0.55
1353,13602,3,4,Germany;Frankfurt,2015-02-10,126,0.966,0.55
1354,13603,6,7,Germany;Frankfurt,2015-02-10,125,0.966,0.55
1355,13604,7,2,Denmark;Copenhagen,2015-02-10,125,0.966,0.55
1356,13605,5,3,Czech republic;Brno,2015-02-10,120,0.966,0.55
1357,13606,9,3,Czech republic;Ostrava,2015-02-10,118,0.966,0.55
1358,13607,2,1,Czech republic;Prague,2015-02-10,118,0.966,0.55
1359,13608,6,5,Germany;Berlin,2015-02-10,118,0.966,0.55
1360,13609,1,7,Germany;Frankfurt,2015-02-10,117,0.966,0.55
1361,13610,2,5,Germany;Berlin,2015-02-10,116,0.966,0.55
1362,13611,9,6,Germany;Dresden,2015-02-10,115,0.966,0.55
1363,13612,11,5,Germany;Berlin,2015-02-10,114,0.966,0.55
1364,13613,2,4,Germany;Frankfurt,2015-02-10,111,0.966,0.55
1365,13614,2,6,Germany;Dresden,2015-02-10,109,0.966,0.55
1366,13615,5,7,Germany;Frankfurt,2015-02-10,103,0.966,0.55
1367,13616,5,3,Czech republic;Brno,2015-02-10,101,0.966,0.55
1368,13617,7,2,Denmark;Copenhagen,2015-02-10,101,0.966,0.55
1369,13618,7,5,Germany;Berlin,2015-02-10,95,0.966,0.4
1370,13619,5,1,Czech republic;Prague,2015-02-10,94,0.966,0.4
1371,13620,7,2,Denmark;Copenhagen,2015-02-10,93,0.966,0.4
1372,13621,7,3,Czech republic;Ostrava,2015-02-10,89,0.966,0.4
1373,13622,6,4,Germany;Frankfurt,2015-02-10,82,0.966,0.4
1374,13623,11,7,Germany;Frankfurt,2015-02-10,79,0.966,0.4
1375,13624,7,1,Czech republic;Prague,2015-02-10,77,0.966,0.4
1376,13625,4,5,Germany;Berlin,2015-02-10,70,0.966,0.15
1377,13626,1,5,Germany;Berlin,2015-02-10,68,0.966,0.15
1378,13627,4,5,Germany;Berlin,2015-02-10,67,0.966,0.15
1379,13628,6,1,Czech republic;Prague,2015-02-10,65,0.966,0.15
1380,13629,5,4,Germany;Frankfurt,2015-02-10,59,0.966,0.15
1381,13630,1,5,Germany;Berlin,2015-02-10,57,0.966,0.15
1382,13631,1,7,Germany;Frankfurt,2015-02-10,55,0.966,0.15
1383,13632,7,5,Germany;Berlin,2015-02-10,51,0.966,0.15
1384,13633,8,7,Germany;Frankfurt,2015-02-10,42,0.966,0.15
1385,13634,6,6,Germany;Dresden,2015-02-10,37,0.966,0.15
1386,13635,2,7,Germany;Frankfurt,2015-02-10,36,0.966,0.15
1387,13636,6,4,Germany;Frankfurt,2015-02-10,34,0.966,0.15
1388,13637,2,5,Germany;Berlin,2015-02-10,31,0.966,0.15
1389,13638,8,5,Germany;Berlin,2015-02-10,29,0.966,0.15
1390,13639,7,5,Germany;Berlin,2015-02-10,25,0.966,0.01
1391,13640,3,2,Denmark;Copenhagen,2015-02-10,24,0.966,0.01
1392,13641,6,2,Denmark;Copenhagen,2015-02-10,24,0.966,0.01
1393,13642,5,4,Germany;Frankfurt,2015-02-10,23,0.966,0.01
1394,13643,8,5,Germany;Berlin,2015-02-10,21,0.966,0.01
1395,13644,6,5,Germany;Berlin,2015-02-10,19,0.966,0.01
1396,13645,3,7,Germany;Frankfurt,2015-02-10,17,0.966,0.01
1397,13646,9,7,Germany;Frankfurt,2015-02-10,14,0.966,0.01
1398,13647,11,6,Germany;Dresden,2015-02-10,11,0.966,0.01
1399,13648,3,5,Germany;Berlin,2015-02-11,149,0.965,0.55
1400,13649,11,7,Germany;Frankfurt,2015-02-11,145,0.965,0.55
1401,13650,2,3,Czech republic;Brno,2015-02-11,142,0.965,0.55
1402,13651,5,4,Germany;Frankfurt,2015-02-11,140,0.965,0.55
1403,13652,8,5,Germany;Berlin,2015-02-11,127,0.965,0.55
1404,13653,8,3,Czech republic;Ostrava,2015-02-11,125,0.965,0.55
1405,13654,11,3,Czech republic;Ostrava,2015-02-11,122,0.965,0.55
1406,13655,7,5,Germany;Berlin,2015-02-11,121,0.965,0.55
1407,13656,2,1,Czech republic;Prague,2015-02-11,118,0.965,0.55
1408,13657,10,7,Germany;Frankfurt,2015-02-11,117,0.965,0.55
1409,13658,10,6,Germany;Dresden,2015-02-11,116,0.965,0.55
1410,13659,4,7,Germany;Frankfurt,2015-02-11,115,0.965,0.55
1411,13660,5,2,Denmark;Copenhagen,2015-02-11,115,0.965,0.55
1412,13661,9,5,Germany;Berlin,2015-02-11,115,0.965,0.55
1413,13662,5,7,Germany;Frankfurt,2015-02-11,114,0.965,0.55
1414,13663,3,5,Germany;Berlin,2015-02-11,110,0.965,0.55
1415,13664,6,7,Germany;Frankfurt,2015-02-11,108,0.965,0.55
1416,13665,9,3,Czech republic;Ostrava,2015-02-11,108,0.965,0.55
1417,13666,3,7,Germany;Frankfurt,2015-02-11,106,0.965,0.55
1418,13667,10,5,Germany;Berlin,2015-02-11,102,0.965,0.55
1419,13668,10,1,Czech republic;Prague,2015-02-11,99,0.965,0.4
1420,13669,3,5,Germany;Berlin,2015-02-11,98,0.965,0.4
1421,13670,7,3,Czech republic;Ostrava,2015-02-11,92,0.965,0.4
1422,13671,9,3,Czech republic;Ostrava,2015-02-11,92,0.965,0.4
1423,13672,3,7,Germany;Frankfurt,2015-02-11,91,0.965,0.4
1424,13673,3,1,Czech republic;Prague,2015-02-11,86,0.965,0.4
1425,13674,9,6,Germany;Dresden,2015-02-11,85,0.965,0.4
1426,13675,4,5,Germany;Berlin,2015-02-11,83,0.965,0.4
1427,13676,1,1,Czech republic;Prague,2015-02-11,81,0.965,0.4
1428,13677,4,7,Germany;Frankfurt,2015-02-11,72,0.965,0.15
1429,13678,8,2,Denmark;Copenhagen,2015-02-11,72,0.965,0.15
1430,13679,6,7,Germany;Frankfurt,2015-02-11,69,0.965,0.15
1431,13680,3,7,Germany;Frankfurt,2015-02-11,69,0.965,0.15
1432,13681,2,5,Germany;Berlin,2015-02-11,67,0.965,0.15
1433,13682,1,2,Denmark;Copenhagen,2015-02-11,64,0.965,0.15
1434,13683,6,7,Germany;Frankfurt,2015-02-11,64,0.965,0.15
1435,13684,11,7,Germany;Frankfurt,2015-02-11,60,0.965,0.15
1436,13685,5,1,Czech republic;Prague,2015-02-11,58,0.965,0.15
1437,13686,2,5,Germany;Berlin,2015-02-11,57,0.965,0.15
1438,13687,10,1,Czech republic;Prague,2015-02-11,56,0.965,0.15
1439,13688,9,5,Germany;Berlin,2015-02-11,54,0.965,0.15
1440,13689,10,5,Germany;Berlin,2015-02-11,51,0.965,0.15
1441,13690,7,5,Germany;Berlin,2015-02-11,49,0.965,0.15
1442,13691,5,7,Germany;Frankfurt,2015-02-11,41,0.965,0.15
1443,13692,9,1,Czech republic;Prague,2015-02-11,38,0.965,0.15
1444,13693,10,5,Germany;Berlin,2015-02-11,36,0.965,0.15
1445,13694,6,7,Germany;Frankfurt,2015-02-11,35,0.965,0.15
1446,13695,2,2,Denmark;Copenhagen,2015-02-11,35,0.965,0.15
1447,13696,7,7,Germany;Frankfurt,2015-02-11,30,0.965,0.15
1448,13697,2,7,Germany;Frankfurt,2015-02-11,28,0.965,0.15
1449,13698,8,1,Czech republic;Prague,2015-02-11,27,0.965,0.15
1450,13699,4,7,Germany;Frankfurt,2015-02-11,26,0.965,0.15
1451,13700,8,4,Germany;Frankfurt,2015-02-11,21,0.965,0.01
1452,13701,4,6,Germany;Dresden,2015-02-11,16,0.965,0.01
1453,13702,11,5,Germany;Berlin,2015-02-11,11,0.965,0.01
1454,13703,9,4,Germany;Frankfurt,2015-02-11,9,0.965,0.0
1455,13704,11,1,Czech republic;Prague,2015-02-11,5,0.965,0.0
1456,13705,5,4,Germany;Frankfurt,2015-02-12,142,0.964,0.55
1457,13706,6,5,Germany;Berlin,2015-02-12,142,0.964,0.55
1458,13707,3,4,Germany;Frankfurt,2015-02-12,142,0.964,0.55
1459,13708,5,7,Germany;Frankfurt,2015-02-12,137,0.964,0.55
1460,13709,9,3,Czech republic;Ostrava,2015-02-12,137,0.964,0.55
1461,13710,1,5,Germany;Berlin,2015-02-12,134,0.964,0.55
1462,13711,6,3,Czech republic;Brno,2015-02-12,133,0.964,0.55
1463,13712,10,5,Germany;Berlin,2015-02-12,131,0.964,0.55
1464,13713,7,7,Germany;Frankfurt,2015-02-12,130,0.964,0.55
1465,13714,7,4,Germany;Frankfurt,2015-02-12,126,0.964,0.55
1466,13715,5,5,Germany;Berlin,2015-02-12,122,0.964,0.55
1467,13716,9,5,Germany;Berlin,2015-02-12,120,0.964,0.55
1468,13717,8,3,Czech republic;Ostrava,2015-02-12,120,0.964,0.55
1469,13718,7,7,Germany;Frankfurt,2015-02-12,119,0.964,0.55
1470,13719,10,1,Czech republic;Prague,2015-02-12,119,0.964,0.55
1471,13720,5,7,Germany;Frankfurt,2015-02-12,116,0.964,0.55
1472,13721,5,5,Germany;Berlin,2015-02-12,107,0.964,0.55
1473,13722,4,4,Germany;Frankfurt,2015-02-12,106,0.964,0.55
1474,13723,2,5,Germany;Berlin,2015-02-12,102,0.964,0.55
1475,13724,3,7,Germany;Frankfurt,2015-02-12,98,0.964,0.4
1476,13725,3,7,Germany;Frankfurt,2015-02-12,94,0.964,0.4
1477,13726,7,7,Germany;Frankfurt,2015-02-12,93,0.964,0.4
1478,13727,4,2,Denmark;Copenhagen,2015-02-12,93,0.964,0.4
1479,13728,11,4,Germany;Frankfurt,2015-02-12,88,0.964,0.4
1480,13729,3,6,Germany;Dresden,2015-02-12,80,0.964,0.4
1481,13730,4,5,Germany;Berlin,2015-02-12,79,0.964,0.4
1482,13731,8,6,Germany;Dresden,2015-02-12,78,0.964,0.4
1483,13732,7,7,Germany;Frankfurt,2015-02-12,75,0.964,0.15
1484,13733,1,7,Germany;Frankfurt,2015-02-12,65,0.964,0.15
1485,13734,8,1,Czech republic;Prague,2015-02-12,64,0.964,0.15
1486,13735,1,7,Germany;Frankfurt,2015-02-12,62,0.964,0.15
1487,13736,9,5,Germany;Berlin,2015-02-12,61,0.964,0.15
1488,13737,4,4,Germany;Frankfurt,2015-02-12,58,0.964,0.15
1489,13738,5,6,Germany;Dresden,2015-02-12,55,0.964,0.15
1490,13739,10,7,Germany;Frankfurt,2015-02-12,52,0.964,0.15
1491,13740,8,5,Germany;Berlin,2015-02-12,48,0.964,0.15
1492,13741,9,5,Germany;Berlin,2015-02-12,48,0.964,0.15
1493,13742,6,5,Germany;Berlin,2015-02-12,46,0.964,0.15
1494,13743,2,4,Germany;Frankfurt,2015-02-12,44,0.964,0.15
1495,13744,2,5,Germany;Berlin,2015-02-12,43,0.964,0.15
1496,13745,1,5,Germany;Berlin,2015-02-12,42,0.964,0.15
1497,13746,11,7,Germany;Frankfurt,2015-02-12,39,0.964,0.15
1498,13747,4,3,Czech republic;Brno,2015-02-12,38,0.964,0.15
1499,13748,4,7,Germany;Frankfurt,2015-02-12,28,0.964,0.15
1500,13749,5,7,Germany;Frankfurt,2015-02-12,23,0.964,0.01
1501,13750,2,3,Czech republic;Brno,2015-02-12,21,0.964,0.01
1502,13751,11,7,Germany;Frankfurt,2015-02-12,19,0.964,0.01
1503,13752,8,1,Czech republic;Prague,2015-02-12,11,0.964,0.01
1504,13753,6,3,Czech republic;Brno,2015-02-12,11,0.964,0.01
1505,13754,7,1,Czech republic;Prague,2015-02-12,10,0.964,0.0
1506,13755,4,1,Czech republic;Prague,2015-02-12,8,0.964,0.0
1507,13756,11,7,Germany;Frankfurt,2015-02-12,1,0.964,0.0
1508,13757,9,5,Germany;Berlin,2015-02-13,145,0.968,0.55
1509,13758,5,5,Germany;Berlin,2015-02-13,139,0.968,0.55
1510,13759,7,5,Germany;Berlin,2015-02-13,138,0.968,0.55
1511,13760,4,2,Denmark;Copenhagen,2015-02-13,137,0.968,0.55
1512,13761,8,7,Germany;Frankfurt,2015-02-13,136,0.968,0.55
1513,13762,8,4,Germany;Frankfurt,2015-02-13,131,0.968,0.55
1514,13763,1,4,Germany;Frankfurt,2015-02-13,130,0.968,0.55
1515,13764,11,7,Germany;Frankfurt,2015-02-13,130,0.968,0.55
1516,13765,6,7,Germany;Frankfurt,2015-02-13,126,0.968,0.55
1517,13766,1,5,Germany;Berlin,2015-02-13,125,0.968,0.55
1518,13767,11,7,Germany;Frankfurt,2015-02-13,123,0.968,0.55
1519,13768,11,2,Denmark;Copenhagen,2015-02-13,122,0.968,0.55
1520,13769,9,7,Germany;Frankfurt,2015-02-13,120,0.968,0.55
1521,13770,8,1,Czech republic;Prague,2015-02-13,114,0.968,0.55
1522,13771,9,2,Denmark;Copenhagen,2015-02-13,113,0.968,0.55
1523,13772,7,7,Germany;Frankfurt,2015-02-13,109,0.968,0.55
1524,13773,3,6,Germany;Dresden,2015-02-13,101,0.968,0.55
1525,13774,4,6,Germany;Dresden,2015-02-13,97,0.968,0.4
1526,13775,7,5,Germany;Berlin,2015-02-13,91,0.968,0.4
1527,13776,2,7,Germany;Frankfurt,2015-02-13,88,0.968,0.4
1528,13777,10,7,Germany;Frankfurt,2015-02-13,84,0.968,0.4
1529,13778,11,5,Germany;Berlin,2015-02-13,79,0.968,0.4
1530,13779,7,5,Germany;Berlin,2015-02-13,77,0.968,0.4
1531,13780,6,7,Germany;Frankfurt,2015-02-13,76,0.968,0.4
1532,13781,7,5,Germany;Berlin,2015-02-13,76,0.968,0.4
1533,13782,2,5,Germany;Berlin,2015-02-13,75,0.968,0.15
1534,13783,1,1,Czech republic;Prague,2015-02-13,65,0.968,0.15
1535,13784,7,1,Czech republic;Prague,2015-02-13,65,0.968,0.15
1536,13785,8,7,Germany;Frankfurt,2015-02-13,64,0.968,0.15
1537,13786,6,5,Germany;Berlin,2015-02-13,63,0.968,0.15
1538,13787,1,6,Germany;Dresden,2015-02-13,60,0.968,0.15
1539,13788,11,5,Germany;Berlin,2015-02-13,59,0.968,0.15
1540,13789,11,3,Czech republic;Ostrava,2015-02-13,57,0.968,0.15
1541,13790,8,7,Germany;Frankfurt,2015-02-13,46,0.968,0.15
1542,13791,1,5,Germany;Berlin,2015-02-13,45,0.968,0.15
1543,13792,11,7,Germany;Frankfurt,2015-02-13,45,0.968,0.15
1544,13793,9,5,Germany;Berlin,2015-02-13,35,0.968,0.15
1545,13794,2,1,Czech republic;Prague,2015-02-13,34,0.968,0.15
1546,13795,11,4,Germany;Frankfurt,2015-02-13,32,0.968,0.15
1547,13796,2,5,Germany;Berlin,2015-02-13,31,0.968,0.15
1548,13797,7,6,Germany;Dresden,2015-02-13,30,0.968,0.15
1549,13798,9,3,Czech republic;Ostrava,2015-02-13,29,0.968,0.15
1550,13799,1,1,Czech republic;Prague,2015-02-13,28,0.968,0.15
1551,13800,2,7,Germany;Frankfurt,2015-02-13,28,0.968,0.15
1552,13801,11,7,Germany;Frankfurt,2015-02-13,26,0.968,0.15
1553,13802,5,3,Czech republic;Brno,2015-02-13,20,0.968,0.01
1554,13803,6,1,Czech republic;Prague,2015-02-13,20,0.968,0.01
1555,13804,3,2,Denmark;Copenhagen,2015-02-13,14,0.968,0.01
1556,13805,10,5,Germany;Berlin,2015-02-13,11,0.968,0.01
1557,13806,10,7,Germany;Frankfurt,2015-02-13,4,0.968,0.0
1558,13807,9,6,Germany;Dresden,2015-02-14,148,0.96,0.55
1559,13808,3,5,Germany;Berlin,2015-02-14,147,0.96,0.55
1560,13809,8,4,Germany;Frankfurt,2015-02-14,146,0.96,0.55
1561,13810,3,7,Germany;Frankfurt,2015-02-14,145,0.96,0.55
1562,13811,4,1,Czech republic;Prague,2015-02-14,136,0.96,0.55
1563,13812,7,3,Czech republic;Ostrava,2015-02-14,134,0.96,0.55
1564,13813,8,5,Germany;Berlin,2015-02-14,130,0.96,0.55
1565,13814,2,5,Germany;Berlin,2015-02-14,127,0.96,0.55
1566,13815,9,5,Germany;Berlin,2015-02-14,123,0.96,0.55
1567,13816,1,3,Czech republic;Brno,2015-02-14,120,0.96,0.55
1568,13817,4,5,Germany;Berlin,2015-02-14,110,0.96,0.55
1569,13818,7,5,Germany;Berlin,2015-02-14,109,0.96,0.55
1570,13819,6,5,Germany;Berlin,2015-02-14,108,0.96,0.55
1571,13820,10,2,Denmark;Copenhagen,2015-02-14,106,0.96,0.55
1572,13821,3,5,Germany;Berlin,2015-02-14,101,0.96,0.55
1573,13822,9,5,Germany;Berlin,2015-02-14,95,0.96,0.4
1574,13823,4,2,Denmark;Copenhagen,2015-02-14,84,0.96,0.4
1575,13824,11,6,Germany;Dresden,2015-02-14,83,0.96,0.4
1576,13825,5,5,Germany;Berlin,2015-02-14,83,0.96,0.4
1577,13826,3,6,Germany;Dresden,2015-02-14,80,0.96,0.4
1578,13827,9,5,Germany;Berlin,2015-02-14,78,0.96,0.4
1579,13828,1,2,Denmark;Copenhagen,2015-02-14,75,0.96,0.15
1580,13829,4,1,Czech republic;Prague,2015-02-14,74,0.96,0.15
1581,13830,8,1,Czech republic;Prague,2015-02-14,70,0.96,0.15
1582,13831,7,7,Germany;Frankfurt,2015-02-14,69,0.96,0.15
1583,13832,1,5,Germany;Berlin,2015-02-14,63,0.96,0.15
1584,13833,2,5,Germany;Berlin,2015-02-14,63,0.96,0.15
1585,13834,3,7,Germany;Frankfurt,2015-02-14,59,0.96,0.15
1586,13835,10,1,Czech republic;Prague,2015-02-14,51,0.96,0.15
1587,13836,9,5,Germany;Berlin,2015-02-14,46,0.96,0.15
1588,13837,8,7,Germany;Frankfurt,2015-02-14,46,0.96,0.15
1589,13838,11,5,Germany;Berlin,2015-02-14,32,0.96,0.15
1590,13839,11,5,Germany;Berlin,2015-02-14,31,0.96,0.15
1591,13840,2,7,Germany;Frankfurt,2015-02-14,30,0.96,0.15
1592,13841,5,5,Germany;Berlin,2015-02-14,30,0.96,0.15
1593,13842,10,5,Germany;Berlin,2015-02-14,28,0.96,0.15
1594,13843,10,6,Germany;Dresden,2015-02-14,26,0.96,0.15
1595,13844,8,7,Germany;Frankfurt,2015-02-14,18,0.96,0.01
1596,13845,4,2,Denmark;Copenhagen,2015-02-14,17,0.96,0.01
1597,13846,10,7,Germany;Frankfurt,2015-02-14,15,0.96,0.01
1598,13847,7,5,Germany;Berlin,2015-02-14,14,0.96,0.01
1599,13848,2,5,Germany;Berlin,2015-02-14,12,0.96,0.01
1600,13849,6,2,Denmark;Copenhagen,2015-02-14,10,0.96,0.0
